Rank,Name,Gs,MPG,FGA,FGM,FG%,FTA,FTM,FT%,3PM,REB,AST,ATO,STL,BLK,TOV,PTS,Taken,Rank_zscore,Gs_zscore,MPG_zscore,FGA_zscore,FGM_zscore,FG%_zscore,FTA_zscore,FTM_zscore,FT%_zscore,3PM_zscore,REB_zscore,AST_zscore,ATO_zscore,STL_zscore,BLK_zscore,TOV_zscore,PTS_zscore,SUM_zscore
110,Rui Hachimura,65,33.3,11.4,5.49,0.48200000000000004,2.9,2.41,0.831,0.6,6.7,1.9,1.72,1.0,0.1,1.1,15.3,False,-0.2147760183535605,0.4894767938159063,1.0429735463963434,0.19743792628685033,0.2557317497925728,0.11479635960314077,0.01507537201814986,0.10017430800061168,0.7093555541005861,-0.9458095135716865,0.4798940917743155,-0.6053399836467622,-0.008399947856617681,0.19089083101505383,-1.0758419804467714,-0.8525387486385109,0.10635218916650285,-0.17316370336710996
111,Miles Bridges,70,31.7,11.6,5.09,0.439,2.0,1.59,0.797,1.5,5.8,1.8,1.38,0.8,0.8,1.3,12.8,False,-0.20091950104042758,1.935921219985842,0.69094467241226,0.24293053603036407,0.06310464087981817,-0.5936197516102686,-0.44329742583099674,-0.4086396944801952,0.27987181524062593,0.030818024535837398,0.11412115597072167,-0.6557681728875787,-0.4720334334491564,-0.3910934098845005,0.3229124517834293,-0.5980495699404479,-0.3323944658108193,-0.6271027827221048
112,Thomas Bryant,59,28.5,9.1,5.11,0.561,2.5,1.9,0.76,0.6,8.2,2.2,1.46,0.4,1.1,1.5,13.7,True,-0.18706298372729463,-1.2462565175880165,-0.013113075555907834,-0.3257270857635595,0.07273599632545612,1.4163050290417292,-0.18864587147035972,-0.21628318134720734,-0.18750754763639113,-0.9458095135716865,1.0895156514469713,-0.4540554159243123,-0.36294320154502957,-1.5550618916836094,0.9223786370249439,-0.34356039124238485,-0.17444567001898353,0.45487966992104634
113,Mikal Bridges,69,31.6,6.6,3.21,0.486,1.7,1.42,0.8370000000000001,1.2,4.1,2.1,2.1,1.7,0.6,1.0,9.8,False,-0.1732064664141617,1.6466323347518548,0.6689428677882552,-0.8943847075574831,-0.8422427710101278,0.18069553273927097,-0.596088358447379,-0.5141255242628016,0.7851468021346985,-0.29472448816667063,-0.5767832783249555,-0.5044836051651289,0.5097786536879845,2.227835674163494,-0.07673167171091384,-0.9797833379875425,-0.8588904517836058,1.8618478518737316
114,Kendrick Nunn,65,30.4,13.6,6.13,0.451,1.5,1.26,0.841,2.2,2.8,3.5,2.05,0.9,0.2,1.7,16.0,False,-0.15934994910102876,0.4894767938159063,0.40492121230019157,0.697856633465503,0.5639351240529799,-0.3959222322018753,-0.6979489801916338,-0.6134063052346663,0.8356743008241042,0.7904172208416895,-1.1051219633745908,0.2015110442063033,0.44159725874790484,-0.10010128943472332,-0.8760199186995998,-0.08907121254432186,0.22920125256015292,-0.3312903727342174
115,Terry Rozier,67,29.7,14.9,6.17,0.414,3.0,2.6,0.866,2.2,4.1,3.6,1.99,0.9,0.2,1.8,14.8,False,-0.14549343178789584,1.0680545642838806,0.250908579932155,0.9935585967983434,0.5831978349442553,-1.005489583711088,0.0660056828902773,0.21807023540470105,1.1514711676328995,0.7904172208416895,-0.5767832783249555,0.25193923344711994,0.35977958481981004,-0.10010128943472332,-0.8760199186995998,0.03817337680470977,0.018602858171038437,-0.384136966882329
116,DeMarcus Cousins,50,26.1,6.5,3.09,0.475,1.1,0.82,0.742,1.0,8.8,3.7,1.23,1.3,1.3,3.0,15.8,False,-0.1316369144747629,-3.849856484693901,-0.5411563865320335,-0.9171310124292399,-0.9000309036839542,-0.0005271933850895756,-0.9016702236801434,-0.8864284529072944,-0.41488129173872373,-0.5117528299683425,1.3333642753160344,0.3023674226879366,-0.6765776182693939,1.0638671923643856,1.322022760519287,1.565108448993088,0.19410152016196727,1.7234534069643677
117,PJ Washington,65,32.4,10.2,4.75,0.466,2.3,1.54,0.6709999999999999,1.6,5.8,2.3,1.35,0.9,0.8,1.7,13.2,False,-0.11778039716162995,0.4894767938159063,0.8449573047802965,-0.07551773217423322,-0.10062840169602306,-0.14880033294138365,-0.29050649321461464,-0.439664938533903,-1.3117443934757025,0.1393321954366735,0.11412115597072167,-0.4036272266834959,-0.5129422704132036,-0.10010128943472332,0.3229124517834293,-0.08907121254432186,-0.262195001014448,-1.561031227814607
118,Malik Beasley,66,28.3,9.7,4.43,0.457,1.2,0.98,0.818,3.3,3.4,1.7,1.42,0.9,0.2,1.2,15.6,False,-0.10392387984849702,0.7787656790498935,-0.057116684803918176,-0.18924925653301794,-0.2547300888262268,-0.2970734724976786,-0.850739912808016,-0.7871476719354296,0.5451411833600126,1.984073100750885,-0.8612733395055282,-0.7061963621283954,-0.417488317497093,-0.10010128943472332,-0.8760199186995998,-0.7252941592894795,0.15900178776378132,0.5728458488982331
119,Bojan Bogdanovic,64,32.7,14.8,6.93,0.46799999999999997,4.4,3.81,0.865,2.5,4.1,2.0,1.0,0.7,0.1,2.0,18.7,False,-0.09006736253536408,0.20018790858191915,0.9109627186523133,0.9708122919265865,0.9491893418784887,-0.115850746373319,0.7790300351000612,0.9688811415044282,1.1388392929605478,1.1159597335441973,-0.5767832783249555,-0.5549117944059456,-0.9902120349937582,-0.682085530334278,-1.0758419804467714,0.29266255550277276,0.7030476399356607,-0.3402892189476364
120,Derrick Rose,57,26.6,15.1,7.32,0.485,2.8,2.42,0.865,0.9,2.5,5.0,2.28,0.7,0.3,2.2,17.9,False,-0.07621084522223115,-1.824834288055991,-0.4311473634120072,1.0390512065418571,1.1370007730684246,0.16422073945523818,-0.035854938853977586,0.1063793568113531,1.1388392929605478,-0.6202670008691785,-1.2270462753091218,0.9579338828185522,0.7552316754722692,-0.682085530334278,-0.6761978569524283,0.5471517342008361,0.5626487103429175,-0.9291057720885871
121,Killian Hayes,65,27.7,6.5,2.75,0.423,1.1,0.98,0.888,1.7,3.2,5.1,2.04,1.1,0.3,2.5,12.5,False,-0.062354327909098214,0.4894767938159063,-0.18912751254795,-0.9171310124292399,-1.0637639462597954,-0.857216444154793,-0.9016702236801434,-0.7871476719354296,1.4293724104246395,0.24784636633750934,-0.942556214128549,1.0083620720593687,0.42796097975988934,0.48188295146483134,-0.6761978569524283,0.9288855022479304,-0.385044064408098,-0.62243628160545
122,Elfrid Payton,56,28.5,9.8,4.43,0.452,1.9,1.2,0.634,0.5,4.8,7.1,2.97,1.3,0.4,2.4,10.8,False,-0.04849781059596527,-2.114123173289978,-0.013113075555907834,-0.16650295166126067,-0.2547300888262268,-0.3794474389178425,-0.4942277367031242,-0.6506365980991156,-1.779123756352718,-1.0543236844725226,-0.29229321714438244,2.0169258568757007,1.6961349256453628,1.0638671923643856,-0.47637579520525675,0.8016409128988987,-0.683391789792677,-2.3858035455442117
123,Blake Griffin,49,33.2,13.9,6.05,0.435,5.4,4.12,0.763,2.2,6.8,4.9,1.63,0.6,0.4,3.0,21.7,False,-0.03464129328283234,-4.1391453699278875,1.0209717417723394,0.766095548080774,0.5254097022704288,-0.6595189247463997,1.2883331438213352,1.1612376546374161,-0.1496119236193357,0.7904172208416895,0.5205355290858258,0.9075056935777358,-0.13112645874876036,-0.9730776507840552,-0.47637579520525675,1.565108448993088,1.2295436259084473,-0.37569067393443656
124,Larry Nance Jr.,63,25.6,7.7,4.09,0.531,1.3,0.9,0.6940000000000001,0.7,7.6,2.3,2.1,1.2,0.5,1.1,9.5,False,-0.020784775969699402,-0.08910097665206798,-0.6511654096520597,-0.6441753539681566,-0.418463131402068,0.9220612305207458,-0.7998096019358886,-0.836788062421362,-1.0212112760116094,-0.8372953426708506,0.845667027577909,-0.4036272266834959,0.5097786536879845,0.7728750719146081,-0.2765537334580853,-0.8525387486385109,-0.9115400503808846,-0.0570855505531519
125,Bogdan Bogdanovic,65,29.1,12.6,5.42,0.43,1.9,1.49,0.784,2.3,3.3,3.5,2.05,1.0,0.2,1.7,14.3,False,-0.006928258656566468,0.4894767938159063,0.11889775218812397,0.47039358474793347,0.22202200573284064,-0.7418928911665635,-0.4942277367031242,-0.4706901825876107,0.11565744450005236,0.8989313917425251,-0.9019147768170387,0.2015110442063033,0.44159725874790484,0.19089083101505383,-0.8760199186995998,-0.08907121254432186,-0.06914647282442599,-1.0929121354993716
126,Kevin Huerter,61,33.7,10.9,4.59,0.42100000000000004,1.1,0.89,0.805,2.4,4.3,3.8,2.23,1.0,0.5,1.7,12.9,False,0.006928258656566468,-0.6676787471200423,1.1309807648923658,0.08370640192806562,-0.1776792452611249,-0.8901660307228576,-0.9016702236801434,-0.8429931112321034,0.3809268126194404,1.0074455626433612,-0.49550040370193454,0.352795611928753,0.6870502805321902,0.19089083101505383,-0.2765537334580853,-0.08907121254432186,-0.31484459961172645,0.044065263256326245
127,James Wiseman,64,27.9,6.5,3.41,0.524,1.1,0.78,0.7090000000000001,0.0,7.1,1.1,0.78,0.7,1.4,1.4,12.2,False,0.020784775969699402,0.20018790858191915,-0.14512390329993963,-0.9171310124292399,-0.7459292165537504,0.8067376775325165,-0.9016702236801434,-0.9112486481502605,-0.8317331559263321,-1.5968945389767024,0.6424598410203569,-1.008765497573295,-1.2902101727301067,-0.682085530334278,1.521844822266458,-0.4708049805914165,-0.4376936630053768,-1.1153250644052364
128,Marvin Bagley III,57,28.1,12.8,6.4,0.5,2.4,1.81,0.753,0.6,8.4,1.0,0.59,0.6,1.0,1.7,16.7,False,0.03464129328283234,-1.824834288055991,-0.10112029405192852,0.5158861944914476,0.6939584225690894,0.41134263871572985,-0.23957618234248715,-0.27212862064388116,-0.27593067034285385,-0.9458095135716865,1.1707985260699927,-1.0591936868141116,-1.5492994735024075,-0.9730776507840552,0.7225565752777723,-0.08907121254432186,0.352050315953803,-0.5081922529510874
129,Davis Bertans,65,27.2,11.3,4.94,0.43700000000000006,2.3,1.97,0.858,3.3,4.3,1.6,1.6,0.6,0.6,1.0,13.9,True,0.04849781059596527,0.4894767938159063,-0.2991365356679762,0.17469162141509348,-0.009130524962464498,-0.6265693381783333,-0.29050649321461464,-0.17284783967201647,1.050416170254085,1.984073100750885,-0.49550040370193454,-0.7566245513692119,-0.17203529571280762,-0.9730776507840552,-0.07673167171091384,-0.9797833379875425,-0.13934593762079758,0.9464230556272666
130,DeAndre Jordan,61,25.2,5.1,3.33,0.653,2.2,1.48,0.6729999999999999,0.0,11.5,1.9,1.18,0.4,0.9,1.6,9.5,False,0.062354327909098214,-0.6676787471200423,-0.7391726281480812,-1.2355792806338373,-0.7844546383363014,2.931986011172743,-0.3414368040867418,-0.47689523139835227,-1.2864806441309988,-1.5968945389767024,2.4306830827268153,-0.6053399836467622,-0.7447590132094731,-1.5550618916836094,0.5227345135306007,-0.21631580189335323,-0.9115400503808846,0.14640230050455463
131,Anthony Edwards,66,31.2,6.5,2.74,0.42100000000000004,1.1,0.84,0.764,1.5,4.2,2.3,1.22,1.1,0.6,1.9,15.2,False,0.07621084522223115,0.7787656790498935,0.5809356492922337,-0.9171310124292399,-1.0685796239826142,-0.8901660307228576,-0.9016702236801434,-0.8740183552858114,-0.13698004894698387,0.030818024535837398,-0.5361418410134448,-0.4036272266834959,-0.6902138972574098,0.48188295146483134,-0.07673167171091384,0.16541796615374113,0.08880232296740972,-1.6075614862633587
132,Dillon Brooks,67,31.0,14.7,5.92,0.40299999999999997,2.8,2.25,0.8029999999999999,2.1,3.6,2.1,1.17,1.0,0.4,1.8,16.6,False,0.09006736253536408,1.0680545642838806,0.5369320400442233,0.9480659870548293,0.46280589187378374,-1.1867123098354486,-0.035854938853977586,0.0008935270287468497,0.3556630632747354,0.6819030499408534,-0.7799904648825073,-0.5044836051651289,-0.758395292197489,0.19089083101505383,-0.47637579520525675,0.03817337680470977,0.3345004497547105,-1.4227781579076981
133,Derrick White,65,26.2,8.1,3.75,0.46299999999999997,3.1,2.63,0.8490000000000001,1.0,3.5,3.7,2.84,0.7,0.9,1.3,11.0,False,0.10392387984849702,0.4894767938159063,-0.5191545819080287,-0.553190134481129,-0.5821961739779092,-0.1982247127934829,0.11693599376240477,0.23668538183692556,0.9367292982029202,-0.5117528299683425,-0.8206319021940177,0.3023674226879366,1.5188632988011563,-0.682085530334278,0.5227345135306007,-0.5980495699404479,-0.6482920573944914,-0.5011062283227069
134,Aron Baynes,62,28.7,9.1,4.39,0.48200000000000004,1.8,1.4,0.7759999999999999,1.2,7.9,2.0,1.33,0.4,0.9,1.5,12.4,False,0.11778039716162995,-0.3783898618860551,0.030890533692102505,-0.3257270857635595,-0.27399279971750223,0.11479635960314077,-0.5451580475752515,-0.5265356218842847,0.014602447121236456,-0.29472448816667063,0.9675913395124406,-0.5549117944059456,-0.5402148283892354,-1.5550618916836094,0.5227345135306007,-0.34356039124238485,-0.40259393060719084,-0.8440070538536133
135,Tomas Satoransky,68,27.3,8.5,3.9,0.45899999999999996,1.9,1.6,0.8420000000000001,0.9,3.6,5.1,2.99,1.1,0.1,1.7,9.2,False,0.1316369144747629,1.3573434495178678,-0.27713473104397063,-0.4622049149941011,-0.5099610081356264,-0.264123885929614,-0.4942277367031242,-0.40243464566945364,0.8483061754964575,-0.6202670008691785,-0.7799904648825073,1.0083620720593687,1.7234074836213944,0.48188295146483134,-1.0758419804467714,-0.08907121254432186,-0.9641896489781634,-1.2767905695412556
136,Wendell Carter Jr.,58,30.7,8.0,4.09,0.511,3.5,2.64,0.754,0.2,9.5,1.5,0.84,0.8,1.1,1.8,12.1,False,0.14549343178789584,-1.5355454028220037,0.4709266261722075,-0.5759364393528859,-0.418463131402068,0.5925653648400904,0.32065723725091433,0.24289043064766724,-0.263298795670502,-1.3798661971750306,1.617854336496607,-0.8070527406100285,-1.2083924988020116,-0.3910934098845005,0.9223786370249439,0.03817337680470977,-0.45524352920446964,-0.20192971098759976
137,RJ Barrett,65,32.4,13.0,5.47,0.42100000000000004,4.5,3.11,0.6920000000000001,1.2,5.3,2.7,1.17,1.0,0.3,2.3,16.2,True,0.15934994910102876,0.4894767938159063,0.8449573047802965,0.5613788042349613,0.24610039434693487,-0.8901660307228576,0.8299603459721884,0.5345277247525198,-1.0464750253563129,-0.29472448816667063,-0.0890860305868304,-0.20191446972022936,-0.758395292197489,0.19089083101505383,-0.6761978569524283,0.6743963235498671,0.2643009849583386,-3.417768409081804
138,Jordan Clarkson,68,25.2,12.2,5.58,0.457,2.3,1.91,0.831,1.9,2.9,2.2,1.47,0.7,0.2,1.5,15.6,False,0.1732064664141617,1.3573434495178678,-0.7391726281480812,0.37940836526090566,0.2990728492979425,-0.2970734724976786,-0.29050649321461464,-0.2100781325364658,0.7093555541005861,0.46487470813918125,-1.0644805260630803,-0.4540554159243123,-0.34930692255701373,-0.682085530334278,-0.8760199186995998,-0.34356039124238485,0.15900178776378132,-1.6969224222730155
139,Goran Dragic,55,30.8,12.3,5.39,0.43799999999999994,4.2,3.26,0.777,2.1,3.5,5.3,2.21,0.7,0.2,2.4,17.0,True,0.18706298372729463,-2.403412058523965,0.492928430796213,0.40215467013266293,0.20757497256438392,-0.6100945448943023,0.6771694133558063,0.6276034569136429,0.027234321793589672,0.6819030499408534,-0.8206319021940177,1.1092184505410019,0.6597777225561585,-0.682085530334278,-0.8760199186995998,0.8016409128988987,0.4046999145510818,-1.5674170721945697
140,Derrick Favors,63,22.5,6.6,3.91,0.5920000000000001,1.4,0.9,0.642,0.1,7.7,1.3,1.3,0.6,1.1,1.0,9.9,False,0.20091950104042758,-0.08910097665206798,-1.3332213529962227,-0.8943847075574831,-0.5051453304128074,1.9270236208467453,-0.7488792910637612,-0.836788062421362,-1.6780687589739036,-1.4883803680758663,0.8863084648894196,-0.9079091190916617,-0.5811236653532829,-0.9730776507840552,0.9223786370249439,-0.9797833379875425,-0.841340585584513,-1.1732824217613487
141,Patrick Williams,64,27.6,6.5,3.1,0.47700000000000004,1.1,0.81,0.738,1.2,5.1,1.7,1.56,1.2,0.9,1.1,10.0,False,0.2147760183535605,0.20018790858191915,-0.21112931717195477,-0.9171310124292399,-0.8952152259611352,0.03242239318297689,-0.9016702236801434,-0.8926335017180359,-0.465408790428131,-0.29472448816667063,-0.1703689052098513,-0.7061963621283954,-0.22658041166487103,0.7728750719146081,0.5227345135306007,-0.8525387486385109,-0.8237907193854201,-0.2799185380517718
142,Harrison Barnes,68,31.4,11.0,4.86,0.442,3.7,3.02,0.815,1.6,4.6,1.9,1.57,0.6,0.2,1.2,14.7,False,0.22863253566669345,1.3573434495178678,0.624939258540244,0.10645270679982248,-0.04765594674501542,-0.5441953717581702,0.42251785899516925,0.47868228545584596,0.5072455593429571,0.1393321954366735,-0.37357609176740336,-0.6053399836467622,-0.21294413267685516,-0.9730776507840552,-0.8760199186995998,-0.7252941592894795,0.0010529919719453012,-1.9992841106149355
143,Tim Hardaway Jr.,64,30.1,12.5,5.25,0.42,2.6,2.14,0.8220000000000001,2.7,3.3,2.2,1.7,0.7,0.1,1.3,16.7,False,0.24248905297982637,0.20018790858191915,0.33891579842817643,0.44764727987617664,0.14015548444492001,-0.9066408240068914,-0.13771556059823226,-0.06736200988941009,0.5956686820494212,1.3329880753458694,-0.9019147768170387,-0.4540554159243123,-0.03567250583264939,-0.682085530334278,-1.0758419804467714,-0.5980495699404479,0.352050315953803,-1.1417818842397507
144,Jae Crowder,67,29.4,8.7,3.41,0.392,1.9,1.46,0.7659999999999999,2.0,5.4,2.1,1.91,1.0,0.4,1.1,11.4,False,0.2563455702929593,1.0680545642838806,0.1849031660601391,-0.41671230525058733,-0.7459292165537504,-1.3679350359598081,-0.4942277367031242,-0.48930532901983537,-0.11171629960228166,0.5733888790400173,-0.04844459327531977,-0.5044836051651289,0.25068935291568323,0.19089083101505383,-0.47637579520525675,-0.8525387486385109,-0.5780925925981197,-1.4702294631123327
145,Willie Cauley-Stein,63,23.2,5.6,3.07,0.5489999999999999,1.2,0.7,0.584,0.0,6.6,1.8,1.98,1.0,0.9,0.9,9.4,False,0.27020208760609227,-0.08910097665206798,-1.179208720628186,-1.1218477562750524,-0.9096622591295919,1.218607509633334,-0.850739912808016,-0.9608890386361929,-2.4107174899703088,-1.5968945389767024,0.43925265446280487,-0.6557681728875787,0.3461433058317942,0.19089083101505383,0.5227345135306007,-1.107027927336574,-0.9290899165799774,-2.1139566824362
146,Terrence Ross,66,26.9,12.3,5.1,0.415,2.7,2.29,0.847,2.5,3.3,1.4,1.39,1.0,0.3,1.0,14.5,False,0.2840586049192252,0.7787656790498935,-0.36514194953999213,0.40215467013266293,0.06792031860263693,-0.9890147904270552,-0.08678524972610481,0.02571372227171306,0.9114655488582151,1.1159597335441973,-0.9019147768170387,-0.8574809298508452,-0.45839715446114054,0.19089083101505383,-0.6761978569524283,-0.9797833379875425,-0.03404674042624034,-0.26055564306859913
147,Daniel Theis,62,23.6,6.6,3.7,0.561,1.8,1.36,0.753,0.4,6.5,1.6,1.77,0.6,1.3,0.9,9.1,False,0.2979151222323581,-0.3783898618860551,-1.0912015021321646,-0.8943847075574831,-0.6062745625920034,1.4163050290417292,-0.5451580475752515,-0.5513558171272508,-0.27593067034285385,-1.1628378553733585,0.3986112171512946,-0.7566245513692119,0.059781447083461586,-0.9730776507840552,1.322022760519287,-1.107027927336574,-0.9817395151772562,0.09375669100214923
148,Darius Garland,65,33.3,11.8,4.9,0.415,1.2,1.07,0.888,2.3,2.0,4.2,1.5,0.8,0.1,2.8,16.1,False,0.3117716395454911,0.4894767938159063,1.0429735463963434,0.2884231457738782,-0.02839323585373996,-0.9890147904270552,-0.850739912808016,-0.7313022326387556,1.4293724104246395,0.8989313917425251,-1.430253461866674,0.5545083688920196,-0.30839808559296616,-0.3910934098845005,-1.0758419804467714,1.3106192702950248,0.24675111875924607,-2.067259623101595
149,Joe Harris,63,30.9,11.4,5.49,0.48200000000000004,1.3,1.03,0.794,2.4,4.2,2.2,1.46,0.6,0.3,1.5,13.8,False,0.325628156858624,-0.08910097665206798,0.5149302354202178,0.19743792628685033,0.2557317497925728,0.11479635960314077,-0.7998096019358886,-0.7561224278817219,0.24197619122357047,1.0074455626433612,-0.5361418410134448,-0.4540554159243123,-0.36294320154502957,-0.9730776507840552,-0.6761978569524283,-0.34356039124238485,-0.1568958038198904,-1.0885900637816739
150,Jeremy Lamb,60,27.9,10.4,4.68,0.45,2.4,2.05,0.853,1.2,4.6,2.1,1.91,1.1,0.5,1.1,13.3,False,0.33948467417175693,-0.9569676323540294,-0.14512390329993963,-0.03002512243071909,-0.13433814575575523,-0.41239702548590806,-0.23957618234248715,-0.1232074491860842,0.987256796892326,-0.29472448816667063,-0.37357609176740336,-0.5044836051651289,0.25068935291568323,0.48188295146483134,-0.2765537334580853,-0.8525387486385109,-0.24464513481535483,0.21529841813711703
151,Mo Bamba,64,21.0,4.6,2.17,0.47100000000000003,0.7,0.45,0.649,0.8,6.9,1.0,0.91,0.4,2.0,1.1,8.0,False,0.35334119148488985,0.20018790858191915,-1.6632484223563015,-1.349310804992622,-1.3430732541832895,-0.06642636652121976,-1.105391467168653,-1.1160152589047316,-1.589645636267441,-0.7287811717700144,0.5611769663973364,-1.0591936868141116,-1.1129385458859007,-1.5550618916836094,2.7207771927494875,-0.8525387486385109,-1.174788043367278,-2.0394038886383394
152,Troy Brown Jr.,64,27.2,9.0,4.06,0.451,2.0,1.48,0.74,0.9,5.7,2.6,2.37,1.3,0.1,1.1,10.4,False,0.3671977087980228,0.20018790858191915,-0.2991365356679762,-0.34847339063531635,-0.4329101645705247,-0.3959222322018753,-0.44329742583099674,-0.47689523139835227,-0.4401450410834274,-0.6202670008691785,0.0734797186592114,-0.25234265896104596,0.8779581863644121,1.0638671923643856,-1.0758419804467714,-0.8525387486385109,-0.7535912545890485,-1.5482245084892394
153,Will Barton,60,29.0,12.7,5.52,0.435,2.3,1.81,0.7879999999999999,1.7,4.7,3.3,2.06,0.7,0.5,1.6,13.1,True,0.38105422611115575,-0.9569676323540294,0.0968959475641184,0.49313988961969035,0.2701787829610291,-0.6595189247463997,-0.29050649321461464,-0.27212862064388116,0.1661849431894582,0.24784636633750934,-0.3329346544558927,0.10065466572467004,0.455233537735921,-0.682085530334278,-0.2765537334580853,-0.21631580189335323,-0.2797448672135408,-1.4998359330632056
154,Marc Gasol,57,25.9,6.3,2.72,0.43200000000000005,1.1,0.86,0.778,1.2,6.4,3.5,2.2,0.8,0.9,1.6,10.4,False,0.39491074342428867,-1.824834288055991,-0.5851599957800446,-0.9626236221727539,-1.078210979428252,-0.7089433045984971,-0.9016702236801434,-0.8616082576643282,0.039866196465941486,-0.29472448816667063,0.35796977983978434,0.2015110442063033,0.646141443568143,-0.3910934098845005,0.5227345135306007,-0.21631580189335323,-0.7535912545890485,-0.8099551213027335
155,Monte Morris,67,23.7,7.8,3.73,0.478,1.2,0.97,0.8059999999999999,1.0,2.1,3.8,5.43,0.9,0.2,0.7,9.8,False,0.4087672607374216,1.0680545642838806,-1.06919969750816,-0.6214290490963997,-0.591827529423547,0.04889718646700875,-0.850739912808016,-0.7933527207461711,0.39355868729179083,-0.5117528299683425,-1.3896120245551635,0.352795611928753,5.0506595566972585,-0.10010128943472332,-0.8760199186995998,-1.3615171060346372,-0.8588904517836058,-1.5796079227192457
156,Nemanja Bjelica,66,24.3,9.1,4.33,0.47600000000000003,1.2,0.96,0.8029999999999999,1.5,5.6,2.2,1.84,0.7,0.5,1.2,9.9,False,0.42262377805055457,0.7787656790498935,-0.9371888697641281,-0.3257270857635595,-0.3028868660544152,0.015947599898944113,-0.850739912808016,-0.7995577695569127,0.3556630632747354,0.030818024535837398,0.03283828134770077,-0.4540554159243123,0.15523539999957256,-0.682085530334278,-0.2765537334580853,-0.7252941592894795,-0.841340585584513,-1.0934741369544916
157,Thaddeus Young,69,24.1,9.4,4.54,0.483,1.1,0.68,0.619,0.8,4.9,1.8,1.38,1.3,0.3,1.3,9.7,False,0.4364802953636875,1.6466323347518548,-0.9811924790121385,-0.25748817114828854,-0.20175763387521914,0.13127115288717264,-0.9016702236801434,-0.973299136257676,-1.9686018764379953,-0.7287811717700144,-0.25165177983287185,-0.6557681728875787,-0.4720334334491564,1.0638671923643856,-0.6761978569524283,-0.5980495699404479,-0.876440317982699,-3.3642532606715814
158,Ish Smith,65,24.9,10.1,4.54,0.45,1.3,0.92,0.705,0.8,2.9,4.4,3.67,0.8,0.3,1.2,10.2,False,0.4503368126768204,0.4894767938159063,-0.8051780420200971,-0.09826403704599009,-0.20175763387521914,-0.41239702548590806,-0.7998096019358886,-0.8243779647998789,-0.8822606546157408,-0.7287811717700144,-1.0644805260630803,0.6553647473736528,2.650674454806471,-0.3910934098845005,-0.6761978569524283,-0.7252941592894795,-0.7886909869872345,-3.5632427250957743
159,Taurean Prince,63,30.1,11.5,4.65,0.40399999999999997,1.4,1.14,0.8109999999999999,2.3,5.3,2.1,1.0,1.0,0.4,2.1,13.3,False,0.46419332998995333,-0.08910097665206798,0.33891579842817643,0.2201842311586072,-0.1487851789242115,-1.1702375165514158,-0.7488792910637612,-0.6878668909635649,0.45671806065354986,0.8989313917425251,-0.0890860305868304,-0.5044836051651289,-0.9902120349937582,0.19089083101505383,-0.47637579520525675,0.4199071448518044,-0.24464513481535483,-1.358194943764662
160,Cedi Osman,65,32.1,9.4,4.12,0.43799999999999994,1.4,0.99,0.7090000000000001,2.0,4.1,2.6,1.72,0.9,0.2,1.5,12.3,False,0.4780498473030863,0.4894767938159063,0.7789518909082814,-0.25748817114828854,-0.4040160982336113,-0.6100945448943023,-0.7488792910637612,-0.7809426231246881,-0.8317331559263321,0.5733888790400173,-0.5767832783249555,-0.25234265896104596,-0.008399947856617681,-0.10010128943472332,-0.8760199186995998,-0.34356039124238485,-0.42014379680628366,-2.7502693727648406
161,OG Anunoby,66,29.0,8.2,4.0,0.488,1.5,0.98,0.653,1.3,4.8,1.3,1.18,1.2,0.5,1.1,10.1,False,0.4919063646162192,0.7787656790498935,0.0968959475641184,-0.5304438296093721,-0.46180423090743766,0.2136451193073365,-0.6979489801916338,-0.7871476719354296,-1.5391181375780336,-0.18621031726583454,-0.29229321714438244,-0.9079091190916617,-0.7447590132094731,0.7728750719146081,-0.2765537334580853,-0.8525387486385109,-0.8062408531863273,-2.1692664378638695
162,Seth Curry,65,27.7,9.0,4.38,0.48700000000000004,1.5,1.26,0.841,2.5,2.6,1.9,1.59,0.7,0.2,1.2,13.3,False,0.5057628819293521,0.4894767938159063,-0.18912751254795,-0.34847339063531635,-0.278808477440321,0.19717032602330464,-0.6979489801916338,-0.6134063052346663,0.8356743008241042,1.1159597335441973,-1.1864048379976115,-0.6053399836467622,-0.18567157470082346,-0.682085530334278,-0.8760199186995998,-0.7252941592894795,-0.24464513481535483,-0.7203968858125205
163,Duncan Robinson,65,29.5,9.4,4.4,0.46799999999999997,1.0,0.89,0.885,3.6,3.2,1.4,1.54,0.5,0.2,0.9,12.9,False,0.5196193992424851,0.4894767938159063,0.20690497068414465,-0.25748817114828854,-0.269177121994683,-0.115850746373319,-0.9526005345522708,-0.8429931112321034,1.3914767864075839,2.3096156134533934,-0.942556214128549,-0.8574809298508452,-0.25385296964090276,-1.2640697712338322,-0.8760199186995998,-1.107027927336574,-0.31484459961172645,0.43729814729967953
164,Deni Avdija,65,27.1,6.5,2.91,0.44799999999999995,1.1,0.85,0.774,1.1,4.5,2.3,1.35,0.8,0.7,1.7,11.7,False,0.533475916555618,0.4894767938159063,-0.321138340291981,-0.9171310124292399,-0.9867131026946936,-0.4453466120539745,-0.9016702236801434,-0.8678133064750696,-0.010661302223465766,-0.40323865906750644,-0.4142175290789136,-0.4036272266834959,-0.5129422704132036,-0.3910934098845005,0.12309039003625763,-0.08907121254432186,-0.5254429940008413,-2.381466130412118
